0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,y
-0.07199802,0.11610538,-0.18126175,-0.111131966,-0.16147295,-0.09026489,-0.10835338,-0.1853644,0.18376365,-0.16405444,0.33346263,-0.32986617,0.037078917,-0.21777104,-0.32254344,0.0032596635,-0.10151652,-0.07685611,-0.034995854,-0.22094923,-0.28233832,0.20294525,-0.25331134,-0.11719942,-0.05716863,0.15496409,-0.16378346,-0.20215088,0.12109848,-0.025837526,0.006362489,0.093731076,0.21383543,0.030059436,-0.33030158,-0.2286753,0.20979789,0.15552434,-0.4039865,0.2571748,0.10444037,0.104919136,0.095369525,-0.097885326,-0.16324224,-0.14808828,-0.31433597,0.44538933,0.3083369,0.51208186,-0.0056263516,-0.07531457,-0.15361598,0.10430221,-0.14302538,-0.054432467,-0.25429392,-0.111662485,0.04952909,0.085906565,-0.11697722,-0.2198525,0.04651366,-0.0108857,-0.35927445,-0.21946627,0.0059835752,0.33141232,0.10372486,0.19413795,0.036116302,-0.08887547,0.44440573,-0.09985283,-0.21769875,0.013226763,0.15869567,0.14115795,-0.19024727,-0.12882856,0.005317619,0.28231022,-0.051849816,-0.05599618,-0.5637242,0.34674144,0.1152045,0.58973694,-0.11349906,-0.1203046,0.28340894,0.06098836,-0.1216727,-0.5083197,0.46922037,-0.34744754,0.056494504,0.020663906,-0.5313808,0.045810156,-0.77
-0.030209303,0.015487949,-0.059846878,-0.024111709,-0.09043572,-0.1115386,-0.15992136,-0.17767246,-0.12617138,-0.22073969,0.36266166,-0.15548196,0.08935711,-0.084178515,-0.22281541,-0.10117297,-0.04868368,0.12641871,-0.084557295,-0.20379584,-0.13183458,0.16693443,-0.2586011,0.14768502,0.0414448,-0.22812155,-0.09250244,-0.14852922,0.044971272,-0.028117169,-0.024448197,0.18422261,0.31967166,0.034851782,-0.16664365,-0.30534077,0.26498207,0.28209117,-0.1899186,0.3150565,0.21576834,-0.22467284,0.107735746,-0.091765456,-0.04016424,-0.20597456,-0.29596457,0.0041026566,0.2957131,0.26060072,0.08495738,0.13739175,0.02011183,-0.03281388,0.16310962,0.2126451,-0.08905788,-0.032748226,0.10757323,-0.022355534,-0.11299326,-0.031802885,0.19305752,0.06728975,0.11644317,-0.10460918,-0.084535375,0.44046736,-0.07394823,0.30431584,-0.082442895,-0.20684104,0.19073237,-0.10669029,-0.233808,-0.088099405,0.06636592,0.12418632,0.027861306,-0.25546908,0.28231743,0.18942949,0.17643343,-0.092894986,-0.3994874,0.27865925,0.0932192,0.5273089,0.031172115,0.05804633,0.3357355,0.14043806,-0.06899806,-0.19993156,0.20971209,-0.52464426,0.019024218,0.3623891,-0.21991442,-0.06319924,-3.3
-0.06595771,-0.03536799,-0.3096882,0.04793763,-0.13451008,-0.28121302,-0.01047846,-0.30066633,-0.071792655,-0.24570869,0.041876145,-0.26882955,0.22816636,-0.04637104,-0.20791322,-0.14320046,0.093640044,0.03064215,0.050263535,-0.13137856,-0.2019659,0.28907582,-0.010046527,0.0977546,0.4850953,-0.31941044,-0.056481484,-0.069910295,0.17717439,-0.19778275,-0.049279246,0.21254903,0.3597751,-0.15340462,-0.46744812,-0.20745568,0.047590468,0.3014588,-0.19707552,0.16266434,0.04314292,-0.07725511,0.13207088,0.15027,0.08011432,-0.17070767,-0.31694826,0.27579534,0.3432977,0.16786228,0.13399139,0.015398704,0.0071498738,0.090220764,-0.13424768,0.05348153,-0.36169404,0.12757196,0.32460967,-0.17513943,-0.32484737,-0.07152509,0.31489462,-0.14120723,-0.40272,-0.44216186,0.122318834,0.6498422,-0.112081364,0.018114222,-0.12274952,-0.26669472,0.67023075,-0.24002442,-0.21420906,0.12616709,-0.23067524,0.1315075,-0.09550191,0.10677412,0.08839602,0.076212,-0.09948337,-0.16339876,-0.16096765,-0.015841438,0.04108937,0.37363985,0.024588956,-0.02675646,0.5175717,-0.21670543,0.277883,-0.38223898,0.4223279,-0.40501273,0.12209311,0.29123604,-0.45603922,-0.11615919,-2.06
-0.020211587,0.09390826,-0.10488898,-0.030074306,-0.18238805,-0.06153836,-0.1494955,-0.11959817,-0.17765781,-0.26038766,0.42065307,-0.13308325,0.069048814,-0.19351302,-0.18572976,-0.02946726,-0.0041283322,0.22937673,-0.08624104,-0.12352752,-0.22536312,0.1411183,-0.2810869,0.11588695,-0.022019543,-0.12036328,-0.07523224,-0.12920178,-0.022127824,0.112032056,-0.06491349,0.3347384,0.3761404,0.09330452,-0.20431243,-0.30537146,0.20164575,0.23738666,-0.1705537,0.25965574,0.30456126,-0.27009022,0.07499842,-0.12672256,-0.04522215,-0.27799147,-0.2289791,0.027495462,0.32016966,0.2188121,0.09439223,0.15304172,-0.061055563,0.0074562225,0.15355164,0.2921924,-0.11623261,-0.14049265,0.2135756,0.017863818,-0.0581377,-0.046280418,0.26565853,0.13441192,0.21349101,-0.17216705,-0.07563135,0.46340272,-0.104792,0.36549693,0.025676768,-0.1912453,0.11210356,0.040396057,-0.25588208,-0.103768796,0.08525852,0.15043844,0.052330732,-0.33923006,0.375603,0.2118628,0.23806891,-0.15621981,-0.44394082,0.28203002,0.035695594,0.5628013,0.01419442,0.021751514,0.25464013,0.2015426,-0.102180384,-0.32064006,0.13376166,-0.47473785,-0.019802488,0.4053342,-0.1637255,-0.101659656,-7.87
-0.021097174,-0.046984233,-0.13167097,-0.023175355,-0.1821426,0.009623569,-0.062376887,-0.047262065,-0.22495094,-0.28722352,0.53457683,-0.2210469,0.096526265,0.07852588,-0.23771663,-0.13364604,0.0042448267,-0.0073996885,-0.0714921,-0.2899236,-0.3333947,0.37295985,-0.32264155,-0.11850351,-0.18646455,-0.13564152,-0.13203001,-0.32659692,-0.05667763,0.07977783,-0.16368179,0.14295253,0.3273928,-0.040222697,-0.077157795,-0.26750097,0.32651752,0.19159384,-0.18700258,0.25378022,0.2960862,-0.3432378,0.24300456,-0.24458036,-0.0049382686,-0.07730299,-0.154448,0.090421125,0.15862116,0.07778596,0.15699983,0.09758891,-0.1957737,-0.105767444,0.115804374,0.25706726,-0.03572462,0.06979028,0.2543006,0.0719949,-0.3831097,-0.07103198,0.13078064,0.09526341,0.10336719,-0.092554346,-0.1369076,0.4572417,-0.09203992,0.30307323,0.0033662296,-0.17196482,0.12400113,0.12735227,-0.27266115,-0.079522066,0.19931358,0.11724975,-0.08011409,-0.24576406,0.44656628,0.025012229,0.34480637,-0.27143115,-0.4628571,0.30909562,-0.006355086,0.56104285,0.15093389,-0.007995139,0.37566623,0.18712386,-0.20918027,-0.23680124,0.1386012,-0.41982517,-0.113535486,0.3403127,-0.13503993,-0.03486391,-1.33
-0.019640543,0.028711174,-0.08786073,-0.08651814,-0.17868501,-0.046089143,-0.10286444,-0.09467685,-0.21602812,-0.31751108,0.49966377,-0.21704341,0.019246684,-0.08173199,-0.12867814,-0.17936887,-0.037917983,0.1286043,-0.12964422,-0.12712832,-0.21654002,0.20499016,-0.18914904,0.025642248,-0.114293166,-0.020303693,-0.15008058,-0.19873907,0.011624921,0.0720177,-0.036316022,0.18955086,0.33480912,0.063090704,-0.14306258,-0.2591522,0.3095847,0.18399455,-0.19785029,0.27952036,0.36221227,-0.31749633,0.076785654,-0.19275503,-0.00584808,-0.24172944,-0.18035069,0.055631526,0.26254016,0.09405988,0.10663298,0.18246236,-0.1923972,-0.10232863,0.09801094,0.24100144,-0.024038985,-0.024187181,0.1890306,-0.015111983,-0.14836831,-0.018626777,0.1707097,0.012904118,0.118184775,-0.14225611,-0.037938688,0.36432734,0.0046829404,0.2877012,0.07708879,-0.21942468,0.18106776,0.028692156,-0.22121014,-0.13569847,0.120451994,0.17012759,-0.02808831,-0.2746679,0.39807063,0.0957579,0.26446903,-0.17053106,-0.43895307,0.25193116,0.00068471,0.527983,0.0037685276,-0.024926616,0.32266897,0.13832106,-0.12218639,-0.2594174,0.12435729,-0.43394044,0.003784195,0.3511353,-0.13916329,-0.05157115,-1.5
-0.04064618,0.15328458,0.019569531,-0.076666474,-0.2397844,0.002477377,-0.22582167,-0.013535574,-0.07151354,-0.33201733,0.3249075,-0.13255748,0.012451316,-0.08744781,-0.15379526,0.023311717,-0.10511438,0.18758546,-0.16584513,-0.06666065,-0.2790397,0.25391445,-0.19885759,0.2235528,-0.043602813,-0.22904721,-0.0111157335,-0.04137256,-0.02074195,0.096943915,-0.103035875,0.27446067,0.4937444,0.3544671,-0.10556435,-0.24034703,0.2611766,0.18158673,-0.2456199,0.41467738,0.23994125,-0.28148198,-0.035663985,-0.27541062,0.06375752,-0.3336767,-0.16246662,0.08482644,0.2276114,0.22417554,0.15852715,0.11607212,-0.07113507,0.07594261,0.1029577,0.11823177,0.014439783,-0.14968863,0.105190344,-0.024488576,-0.0029663912,0.08159172,0.1507649,-0.013065097,0.11864787,-0.25045818,-0.033465534,0.4398741,-0.063229166,0.24330422,-0.12274389,-0.18667217,0.2886008,0.08110903,-0.32051888,-0.16726123,0.07980835,0.15359807,-0.021639515,-0.32492656,0.32098788,0.35669917,0.11699523,-0.19892336,-0.42957705,0.32176653,0.17578064,0.4602924,-0.04061862,-0.011813781,0.33857793,0.19363225,-0.25505823,-0.17471471,0.21591285,-0.5101192,0.0025526062,0.50182885,-0.10795378,-0.06344096,-7.32
-0.043560624,0.148311,-0.104876,-0.27871543,-0.199024,-0.13177022,-0.17541042,-0.25236505,0.03038011,-0.073955566,0.38204756,-0.18331607,-0.04337389,-0.09719731,-0.16871622,-0.028250962,-0.078550994,0.12635936,-0.05382205,-0.24936977,-0.2228651,0.3655039,-0.32591584,-0.0032050193,0.17009133,0.094784155,-0.10537298,-0.2199719,0.28352505,0.036214575,-0.17362314,0.11797631,0.2846752,-0.05337823,-0.16601,-0.14756401,0.103080355,0.22921987,-0.2315433,0.26458353,0.23248176,0.06276661,0.109472394,-0.18751687,-0.059892774,-0.1652157,-0.28922725,0.17253433,0.36609173,0.45752677,0.23346786,-0.019944042,-0.09730355,0.098733656,-0.088540904,0.08061565,-0.02381705,-0.09601225,0.14620918,0.080381826,-0.036529873,-0.13626108,0.05809158,0.13735764,-0.30170232,-0.28127348,-0.01966955,0.34823653,0.104402564,0.18918228,-0.060202472,0.049030002,0.30422145,0.02426261,-0.20458242,-0.09511229,-0.07673576,-0.017775599,-0.113334514,-0.15807784,0.2549855,0.22848701,0.02118684,-0.06144181,-0.47973746,0.33329147,-0.03669755,0.32450697,-0.15106392,-0.02428429,0.42735857,0.050783,-0.14372195,-0.410839,0.34918076,-0.4089139,0.18672045,0.23408885,-0.36652327,0.051511504,-5.03
-0.27859718,0.31908914,0.10755259,-0.2647901,-0.07589731,-0.2302216,-0.10265676,0.108151615,-0.033160817,-0.15437202,0.16177489,-0.40968734,0.059838843,0.02376491,-0.26537815,-0.16735795,-0.32984594,0.0052145957,0.07555816,-0.44139752,-0.34672242,0.39206684,-0.24308579,0.0036061744,0.08169562,0.114496656,-0.13591425,-0.002876472,0.25136876,-0.18679437,-0.32610694,0.034696598,0.22403277,0.29817003,-0.3665591,-0.14736179,0.3246718,0.14591658,-0.26827076,0.31561384,0.21849622,-0.04902569,-0.015663592,-0.53625184,-0.08542869,-0.13582346,-0.34540582,0.2710418,0.26871383,0.5238538,0.19902185,-0.22521327,-0.22927487,0.012062984,-0.22822945,0.051346082,0.03701853,-0.1376167,0.06588186,-0.028447941,0.26840106,-0.11305508,0.069084324,-0.09189818,-0.4390547,-0.38955808,0.17935209,0.41379994,0.1392915,0.05068758,-0.22561356,0.16048734,0.41553542,0.086266935,-0.26853743,-0.20072882,-0.13740657,0.11984184,-0.5035494,-0.18862957,0.032157596,0.47324768,-0.11707288,-0.16427952,-0.30796146,0.389049,-0.07868211,0.3060961,-0.09872819,-0.16759662,0.53666514,0.09293618,-0.3811683,-0.2356282,0.49992657,-0.42978984,0.2210565,0.04359929,-0.22654636,0.096650764,-6.29
-0.03497053,0.11000234,-0.06704445,-0.1858797,-0.124946855,-0.05718468,-0.20341495,-0.25466698,-0.03428844,-0.13307972,0.1912718,-0.28391305,-0.06909086,-0.045182046,-0.14640906,0.00073926547,-0.07905722,0.13825484,0.017832836,-0.14735003,-0.2604383,0.19357438,-0.18561792,0.089943096,0.092459284,-0.07289298,-0.10257644,-0.07209527,0.21644944,0.03596182,-0.058000498,0.16535595,0.32601792,0.019403674,-0.1679623,-0.2243161,0.09044656,0.21716456,-0.18698014,0.27935085,0.29419863,0.011439946,0.14468867,-0.12607446,-0.017102238,-0.118149064,-0.24266142,0.09170966,0.26899508,0.3460032,0.17449428,-0.034866717,-0.15174823,0.14346863,-0.003215171,0.23157294,-0.009708261,-0.20788123,0.053772554,0.018182024,-0.18566239,-0.07591239,0.1387328,0.05669888,-0.13859719,-0.24971405,0.017033784,0.3634338,0.015625399,0.16770728,-0.030615762,-0.122823335,0.32126758,-0.094985634,-0.17828321,-0.0009962382,-0.049288206,0.11651732,-0.055964157,-0.19623601,0.10679383,0.26426303,0.1804981,-0.1289548,-0.39712518,0.3008935,0.044215273,0.4816687,-0.061719473,0.033012785,0.37242687,0.08653038,-0.018420447,-0.24329895,0.47222084,-0.50817764,0.1303265,0.327587,-0.3256473,-0.08218275,-4.42
