,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,y
0,0.01621422,0.012790068052709103,-0.01787213236093521,-0.02839035540819168,-0.04210842400789261,-0.05149056762456894,-0.08341358602046967,-0.10948248952627182,-0.07336696237325668,-0.09471447765827179,0.10183645784854889,-0.04866766557097435,0.063523069024086,-0.04520414397120476,-0.10836675763130188,-0.04335492104291916,-0.018119117245078087,0.062442440539598465,-0.060759954154491425,-0.036697786301374435,-0.03803804889321327,0.05122075229883194,-0.06372608244419098,0.07008512318134308,0.03399620205163956,-0.06239129975438118,-0.05559711903333664,-0.03794630616903305,0.0325118824839592,0.030918467789888382,-0.005211875773966312,0.09657032787799835,0.14134611189365387,0.03192918375134468,-0.08992047607898712,-0.13683117926120758,0.09197036921977997,0.06296829879283905,-0.049037959426641464,0.11776909232139587,0.06124113127589226,-0.05753776803612709,0.046696800738573074,0.017658419907093048,-0.010201452299952507,-0.06001746281981468,-0.09876203536987305,0.03051438182592392,0.11918653547763824,0.10726864635944366,0.07575258612632751,0.03174680843949318,-0.035631828010082245,-0.010272204875946045,0.04369060695171356,0.09102237969636917,-0.013195423409342766,-0.032932545989751816,0.02640874870121479,0.011015957221388817,-0.06356629729270935,0.019589273259043694,0.0926647037267685,0.011174515821039677,-0.004150291904807091,-0.062392912805080414,-0.03638983517885208,0.1682029515504837,-0.0582440122961998,0.12004515528678894,-0.007498137187212706,-0.06940995901823044,0.08154799044132233,-0.02193637751042843,-0.0761328786611557,-0.019319720566272736,0.026700766757130623,0.04278389364480972,-0.007724623661488295,-0.09252689778804779,0.0935513973236084,0.07775416970252991,0.067392997443676,-0.05432335287332535,-0.1540963500738144,0.07097342610359192,0.020236868411302567,0.2325693964958191,-0.01034475490450859,-0.008668002672493458,0.16673265397548676,0.026664791628718376,0.011693545617163181,-0.0924135074019432,0.10166208446025848,-0.16851605474948883,0.01647713966667652,0.15740129351615906,-0.09476937353610992,-0.01906062476336956,-11.01
2,0.04960819,0.014996835961937904,-0.05907509848475456,0.04148385301232338,-0.029408127069473267,-0.11301475763320923,-0.027773257344961166,-0.04770786687731743,0.033425915986299515,-0.056274283677339554,0.01902586966753006,-0.1524488478899002,0.07166202366352081,-0.04961642622947693,-0.04157725349068642,-0.032959550619125366,0.013895859941840172,0.01786631904542446,0.0014838650822639465,-0.042441777884960175,-0.02193385735154152,0.09546767175197601,0.003435653867200017,-0.012438492849469185,0.086093470454216,-0.12334783375263214,0.002469714730978012,-0.0997602641582489,0.07272367924451828,-0.043003421276807785,0.03099871054291725,0.003575982991605997,0.073992520570755,0.02665269933640957,-0.1530267298221588,-0.041530873626470566,-0.015139490365982056,0.0815594494342804,-0.07826124131679535,0.0766180157661438,0.04578468203544617,0.032008856534957886,0.02531643584370613,0.014179021120071411,0.012884651310741901,-0.06760953366756439,-0.10248105227947235,0.08351166546344757,0.09956283867359161,0.010036450810730457,0.07831643521785736,-0.007685608230531216,-0.0127489622682333,-0.0012740681413561106,-0.0039405254647135735,0.015593220479786396,-0.005629140883684158,-0.030223112553358078,0.06430895626544952,-0.008632345125079155,-0.10842885076999664,0.02179737761616707,0.053343694657087326,0.0869908332824707,-0.08238090574741364,-0.10382388532161713,-0.06280802190303802,0.12939009070396423,-0.026573535054922104,-0.018949691206216812,-0.0687493234872818,-0.10656575113534927,0.12485422194004059,-0.06177360936999321,0.01237561460584402,0.030085593461990356,-0.051718540489673615,0.033251360058784485,-0.04757194593548775,-0.0245464276522398,0.02482251264154911,0.0320902019739151,-0.003977916203439236,-0.06409789621829987,-0.06265436112880707,0.005987884942442179,0.013133888132870197,0.14042358100414276,0.010686983354389668,-0.06446818262338638,0.17549535632133484,-0.018149277195334435,0.08335621654987335,-0.09156617522239685,0.06526736915111542,-0.07267285138368607,0.04216195270419121,0.1408987045288086,-0.2004736363887787,0.01723068580031395,1.83
3,0.01149079,0.012470906600356102,-0.064185731112957,0.009588916786015034,-0.06506752967834473,-0.03895905986428261,-0.057275280356407166,-0.0745268315076828,-0.049159497022628784,-0.12303897738456726,0.16073182225227356,-0.11078758537769318,0.007626212667673826,-0.049799032509326935,-0.058450162410736084,-0.041290283203125,-0.06046203523874283,0.0760205015540123,-0.03808944672346115,-0.02707916684448719,-0.042831093072891235,0.05174727365374565,-0.065447136759758,0.06421111524105072,-0.009405087679624557,-0.038056615740060806,-0.08762341737747192,-0.08073066174983978,0.032528579235076904,-0.007241108454763889,-0.023061512038111687,0.05197804048657417,0.15715999901294708,0.021474096924066544,-0.06833099573850632,-0.11925642192363739,0.12923739850521088,0.04897044971585274,-0.053151194006204605,0.12767310440540314,0.10623415559530258,-0.08078272640705109,0.023436404764652252,-0.034127045422792435,-0.022278176620602608,-0.10577041655778885,-0.09994925558567047,0.024371137842535973,0.12317059934139252,0.02711588330566883,0.11626341938972473,0.059970494359731674,-0.04193278029561043,-0.06261280924081802,0.031425055116415024,0.0814567282795906,-0.0037718378007411957,-0.050363361835479736,0.048930659890174866,-0.02636098675429821,-0.04150540381669998,-0.01332847774028778,0.04802335426211357,0.011498929932713509,0.03265640139579773,-0.04207747429609299,-0.03212479501962662,0.12356831133365631,0.013030095025897026,0.07670938968658447,0.013877041637897491,-0.13153935968875885,0.06144614890217781,0.005888676270842552,-0.06535255908966064,-0.0697668194770813,0.0093887560069561,0.06782389432191849,-0.02493235282599926,-0.07466644048690796,0.15304258465766907,0.042620547115802765,0.03423334285616875,-0.04768091067671776,-0.20869536697864532,0.09393483400344849,0.05910756438970566,0.23457534611225128,-0.01916411891579628,0.04059036448597908,0.08703254163265228,0.07251966744661331,-0.04858464002609253,-0.09194722771644592,0.0713815689086914,-0.15513528883457184,0.0036368551664054394,0.10750219970941544,-0.09457039088010788,-0.009353609755635262,-5.45
4,0.09269256,0.010416618548333645,0.003926621284335852,0.010840809904038906,-0.05561380088329315,-0.07962451875209808,-0.09415614604949951,-0.07435519993305206,-0.03227868303656578,-0.10205908864736557,0.03650510683655739,-0.05371226370334625,0.10755669325590134,-0.05096936225891113,-0.09857045114040375,0.010368864983320236,0.029064787551760674,0.05951661616563797,0.03744916617870331,-0.0577324815094471,-0.016516875475645065,0.09231393784284592,-0.025155380368232727,0.12549002468585968,-0.01162156742066145,0.016244225203990936,-0.07243569195270538,-0.044170863926410675,0.06976883858442307,-0.10119379311800003,0.05597252771258354,0.14410783350467682,0.11007538437843323,-0.03367330878973007,-0.16685599088668823,-0.06707131117582321,0.16260065138339996,0.09675214439630508,-0.02271990478038788,0.08967757225036621,-0.0024350981693714857,-0.038602836430072784,0.11755000799894333,0.016378335654735565,-0.023609064519405365,-0.0671079158782959,-0.18989048898220062,0.069111168384552,0.1256866306066513,0.007580961566418409,0.15122437477111816,0.0571577362716198,0.025615189224481583,0.04447823762893677,-0.06360930949449539,-0.010692263953387737,-0.020189255475997925,0.026909474283456802,0.07639219611883163,-0.022695645689964294,-0.043145470321178436,-0.06221238523721695,0.006840161047875881,0.020249316468834877,-0.08685866743326187,-0.052824389189481735,0.04321395978331566,0.03359338641166687,-0.03238264098763466,-0.005312827415764332,-0.05385659635066986,-0.13934217393398285,0.1342446357011795,-0.10649885982275009,-0.08883063495159149,-0.017987413331866264,0.03804107382893562,-0.020682141184806824,-0.0376146137714386,-0.013791168108582497,0.021336134523153305,-0.013313483446836472,-0.07345931231975555,-0.07922812551259995,-0.1648261994123459,0.0485541895031929,0.045003458857536316,0.2684389650821686,0.015835991129279137,-0.0009341957047581673,0.11154427379369736,0.08230850100517273,0.06929068267345428,-0.2344529777765274,0.0676005482673645,-0.07547680288553238,-0.03440304100513458,0.07296544313430786,-0.14903269708156586,-0.06298678368330002,-4.21
5,0.0021417795,0.04673733189702034,-0.057976458221673965,-0.04408072680234909,-0.07506934553384781,-0.03864748775959015,-0.0843559056520462,-0.06850007176399231,-0.05962534621357918,-0.10070400685071945,0.13994094729423523,-0.08906833827495575,0.03183265030384064,-0.041230082511901855,-0.06891484558582306,-0.004430229775607586,-0.023551929742097855,0.10177294164896011,-0.02256169728934765,-0.007575687486678362,-0.05169684439897537,0.0796031579375267,-0.06829985976219177,0.05946286395192146,0.0032063499093055725,-0.06053106486797333,-0.031217200681567192,-0.06987542659044266,0.022062968462705612,0.058455243706703186,-0.00020070643222425133,0.08199229836463928,0.14467966556549072,0.035986557602882385,-0.058586377650499344,-0.10340607166290283,0.04983079805970192,0.09135504812002182,-0.06855185329914093,0.1359025537967682,0.09232068806886673,-0.015185228548943996,0.0404241681098938,-0.024688009172677994,-0.019823310896754265,-0.1145433560013771,-0.12113257497549057,0.0030965921469032764,0.11794877052307129,0.121463842689991,0.06658954173326492,0.03593464195728302,-0.01544650923460722,-0.024799739941954613,0.03422455117106438,0.07656357437372208,-0.013984777964651585,-0.040478505194187164,0.04350905865430832,0.02153216302394867,-0.026538195088505745,0.05149150639772415,0.11340328305959702,0.06188368797302246,0.014904286712408066,-0.048661969602108,-0.016984693706035614,0.1607581526041031,-0.047347161918878555,0.10010440647602081,-0.02188035286962986,-0.09010232985019684,0.12276128679513931,-0.02423798479139805,-0.08700360357761383,0.007389329373836517,0.02233695611357689,0.09411168098449707,0.0636640265583992,-0.08049191534519196,0.13610436022281647,0.05323318764567375,0.06703854352235794,-0.04987216368317604,-0.16703908145427704,0.09814304858446121,0.046921852976083755,0.19238746166229248,-0.0018184097716584802,-0.010885074734687805,0.11648861318826675,0.04882079362869263,-0.056462161242961884,-0.08472396433353424,0.15271548926830292,-0.20572660863399506,-0.027941647917032242,0.1846875548362732,-0.0829489603638649,-0.009052878245711327,-6.27
6,0.11997113,-0.04105065390467644,-0.04885247349739075,0.04228970780968666,0.015198379755020142,-0.11921460181474686,-0.059065502136945724,-0.017032302916049957,-0.029712369665503502,-0.049174800515174866,0.05666619539260864,-0.17675186693668365,0.0689082145690918,-0.05679206922650337,-0.06933890283107758,-0.09050793200731277,-0.0774516835808754,0.04400315880775452,0.04340042546391487,-0.07809940725564957,-0.019984988495707512,0.10807276517152786,-0.020319633185863495,0.023862125352025032,0.037257153540849686,-0.08667971938848495,-0.023247143253684044,-0.12967349588871002,0.10972817987203598,0.031640298664569855,0.06866884231567383,0.005281750578433275,0.12614798545837402,0.011967320926487446,-0.2334304302930832,-0.0994432270526886,0.13439328968524933,0.08417230099439621,-0.09978669136762619,0.08474422246217728,0.05078199878334999,0.1173148825764656,0.07261710613965988,0.03848257288336754,-0.02286497689783573,-0.08644788712263107,-0.14079038798809052,0.07543528825044632,0.08761388063430786,0.07195072621107101,0.12365008145570755,0.034974340349435806,0.01919742487370968,-0.034968052059412,0.029195358976721764,0.020361756905913353,-0.04414387047290802,-0.053351204842329025,-0.03222128376364708,0.06117308512330055,-0.027895407751202583,0.05238249525427818,0.08241821080446243,0.1093229353427887,-0.113742895424366,-0.08831410855054855,-0.09296052902936935,0.06874201446771622,-0.027303891256451607,0.041440218687057495,-0.09949279576539993,-0.09455092996358871,0.08189374953508377,-0.10535784810781479,0.039048563688993454,0.01452193409204483,0.031203463673591614,-0.012071855366230011,-0.07198475301265717,-0.061142947524785995,0.07297467440366745,0.06379572302103043,0.030276363715529442,-0.056031014770269394,-0.10225412994623184,-0.002360508544370532,0.0030562272295355797,0.2048458606004715,0.01490867231041193,-0.0900186225771904,0.1816454529762268,-0.0027004266157746315,0.07978778332471848,-0.020385170355439186,0.06805966049432755,-0.0623861663043499,0.09860611706972122,0.18530315160751343,-0.21598811447620392,0.008819851092994213,2.34
7,0.06805195,0.03193759173154831,-0.0188563484698534,0.06481469422578812,-0.034404877573251724,-0.08758251368999481,-0.015913421288132668,-0.07453083246946335,-0.03282269090414047,-0.05518263950943947,0.06136510893702507,-0.09089792519807816,0.06607484817504883,-0.0734461322426796,-0.06137559190392494,-0.010893598198890686,-0.018389837816357613,0.003094284562394023,-0.020614955574274063,0.0031746451277285814,-0.0415160246193409,0.04933010786771774,-0.05021968111395836,0.08019421994686127,0.0527818500995636,-0.009239420294761658,-0.08030477911233902,-0.06049580127000809,0.12393239885568619,-0.010115070268511772,0.02380741573870182,0.018723176792263985,0.11704498529434204,0.019633278250694275,-0.12065429240465164,-0.10794137418270111,0.04829763248562813,0.03784726932644844,-0.05587051063776016,0.12763912975788116,0.04452596977353096,0.025584956631064415,0.14906205236911774,-0.019857648760080338,-0.037807393819093704,-0.03079439140856266,-0.11959705501794815,0.01091595459729433,0.08042483776807785,0.09394938498735428,0.08856993913650513,0.07454095035791397,0.03248976543545723,-0.04706605523824692,-0.046260397881269455,0.00900173932313919,-0.05570578947663307,0.013068689964711666,0.06822407990694046,-0.03118395432829857,-0.026907682418823242,0.026587920263409615,0.021707704290747643,0.015904229134321213,-0.10591650754213333,-0.025792192667722702,-0.0008820024086162448,0.05108552798628807,-0.0807940736413002,0.016051610931754112,-0.07896298915147781,-0.09753592312335968,0.13394896686077118,-0.040963154286146164,-0.015269125811755657,0.03426278382539749,0.012732760049402714,-0.004012478981167078,-0.01663241535425186,0.016174139454960823,0.08585897833108902,0.057084184139966965,-0.04125705733895302,-0.038955461233854294,-0.1470244824886322,0.025470208376646042,0.022453421726822853,0.22374330461025238,0.00035313930129632354,-0.02024342119693756,0.18208685517311096,-0.0007730216602794826,0.028293553739786148,-0.16316524147987366,0.07756461203098297,-0.06867624819278717,-0.007860866375267506,0.11118088662624359,-0.09125306457281113,-0.07147198170423508,-3.92
8,0.0432663,0.00807439349591732,0.011958976276218891,-0.057620078325271606,-0.011520897969603539,-0.06916412711143494,-0.08344367146492004,-0.10412143170833588,0.030012059956789017,-0.038224756717681885,0.11973340064287186,-0.06634415686130524,0.01189013198018074,-0.02236250415444374,-0.10609476268291473,-0.023980747908353806,-0.04502347111701965,-0.017183516174554825,-0.03952185809612274,-0.09612683206796646,-0.04936268553137779,0.1475141942501068,-0.09745953977108002,-0.02318279817700386,0.09014814347028732,0.041380465030670166,-0.04998452588915825,-0.11333112418651581,0.1564740240573883,0.05706167593598366,-0.09951113164424896,0.01196913793683052,0.1200236901640892,-0.06176869571208954,-0.08610429614782333,-0.005680672824382782,0.03452456369996071,0.10150031745433807,-0.05884494632482529,0.10317973792552948,0.06484054028987885,0.047917671501636505,0.04614553228020668,-0.05575786530971527,-0.029980331659317017,-0.07332431524991989,-0.0806221291422844,0.04095645248889923,0.12895715236663818,0.14844217896461487,0.1510269045829773,-0.026127967983484268,0.0160937812179327,0.07455559819936752,-0.01163254864513874,0.0007983676623553038,0.023441383615136147,-0.070144884288311,0.048189785331487656,0.0139152267947793,-0.0272388756275177,-0.042150095105171204,-0.03219311311841011,0.09207288920879364,-0.15531793236732483,-0.09781868755817413,0.0027851960621774197,0.08815425634384155,0.05322558432817459,0.0361885130405426,-0.013078122399747372,0.032574981451034546,0.08385314047336578,-0.06491626799106598,-0.08271127939224243,-0.015102198347449303,-0.002187795005738735,-0.028005450963974,-0.08759026974439621,-0.06948697566986084,0.10525725781917572,0.08707840740680695,-0.016952384263277054,-0.01141615491360426,-0.18910567462444305,0.16194145381450653,-0.04570389539003372,0.119439035654068,-0.0586540512740612,0.03330241143703461,0.1829608827829361,0.0320722870528698,-0.04336778074502945,-0.08882919698953629,0.11945886164903641,-0.11166509240865707,0.08137822896242142,0.06436257064342499,-0.18238301575183868,0.06546077877283096,1.58
9,0.11808793,-0.0007606271537952125,-0.06038203090429306,0.026172488927841187,-0.010661130771040916,-0.07755924761295319,-0.08157738298177719,-0.012172190472483635,0.028346722945570946,-0.08633214980363846,0.036496661603450775,-0.12238065898418427,0.09745655953884125,-0.04271120950579643,-0.06730161607265472,-0.04554873704910278,-0.061880867928266525,0.01801922917366028,0.034533075988292694,-0.037218693643808365,-0.059678155928850174,0.11064491420984268,0.0026948675513267517,0.02875729277729988,0.020661814138293266,-0.04113238304853439,-0.03718721121549606,-0.09029896557331085,0.08723535388708115,-0.048955339938402176,0.05111517384648323,0.0585474893450737,0.09524579346179962,-0.004802352748811245,-0.18179045617580414,-0.06502217799425125,0.09903829544782639,0.07231809198856354,-0.08388155698776245,0.10318051278591156,0.01970609836280346,0.05922035500407219,0.07082997262477875,0.02035779133439064,-0.04804146662354469,-0.05299694463610649,-0.1504497230052948,0.06272898614406586,0.07568193227052689,0.05261162668466568,0.11667598783969879,0.04262058436870575,0.021922487765550613,-0.031024372205138206,-0.0022582102101296186,0.008555399253964424,-0.0365137979388237,0.001474709832109511,0.02923443354666233,0.018519464880228043,-0.03142527490854263,0.039087943732738495,0.049786776304244995,0.04656108096241951,-0.09091208875179291,-0.09754983335733414,-0.055782102048397064,0.026567503809928894,-0.04154161363840103,0.00055380241246894,-0.06963544338941574,-0.09364305436611176,0.13360971212387085,-0.10941188037395477,0.02821505069732666,0.013801312074065208,-0.00677748117595911,-0.0005314730224199593,-0.019484449177980423,-0.010595196858048439,0.06822570413351059,0.031068945303559303,-0.008654998615384102,-0.06343923509120941,-0.130769744515419,0.01651722937822342,0.0350976400077343,0.20367388427257538,-0.007300620432943106,-0.08145181834697723,0.1364108771085739,0.03135959059000015,0.0696876049041748,-0.09815578907728195,0.07251062244176865,-0.05236981064081192,0.015549448318779469,0.1366412341594696,-0.2234712541103363,-0.05523950606584549,-4.62
11,0.1174739,-0.022036274895071983,-0.06395549327135086,0.026997225359082222,-0.005868592299520969,-0.08685068786144257,-0.07156014442443848,-0.008357214741408825,0.02019110694527626,-0.07295536249876022,0.045301955193281174,-0.131301149725914,0.09137813746929169,-0.058818768709897995,-0.06717930734157562,-0.06635381281375885,-0.06818164139986038,0.023903433233499527,0.04213588312268257,-0.06778077036142349,-0.055490393191576004,0.10715137422084808,-0.012159133329987526,0.027333298698067665,0.008794823661446571,-0.050903595983982086,-0.03981725499033928,-0.09922339022159576,0.09346108138561249,-0.02931367978453636,0.0551697239279747,0.031477492302656174,0.10595260560512543,0.0021767609287053347,-0.19761809706687927,-0.08439923822879791,0.11521346867084503,0.0765073299407959,-0.10277090966701508,0.08328263461589813,0.02453845739364624,0.07491476088762283,0.07666295766830444,0.021572064608335495,-0.03556958585977554,-0.05887875705957413,-0.1436580866575241,0.07711243629455566,0.08144567161798477,0.06265939772129059,0.10329101234674454,0.05454461649060249,0.017414862290024757,-0.03065257892012596,0.013828335329890251,0.020363088697195053,-0.051461610943078995,-0.009298496879637241,0.013145935721695423,0.03867822140455246,-0.02424757368862629,0.02505129761993885,0.06403093039989471,0.05760454386472702,-0.10725486278533936,-0.08992158621549606,-0.07470262050628662,0.04534115269780159,-0.027063671499490738,0.02780694141983986,-0.07208593189716339,-0.0983528271317482,0.10896836966276169,-0.10006127506494522,0.019811762496829033,0.01702498272061348,0.013331199996173382,-0.01638447865843773,-0.04920978471636772,-0.03322044387459755,0.060309164226055145,0.0374235138297081,-0.0070964982733130455,-0.052802760154008865,-0.12246714532375336,0.019085343927145004,0.03183260187506676,0.20334365963935852,0.007305752485990524,-0.09273213893175125,0.1432901918888092,0.007010332774370909,0.07163432985544205,-0.08646117150783539,0.055296871811151505,-0.06840890645980835,0.05366455391049385,0.14042188227176666,-0.220381498336792,-0.03744952753186226,-3.88
